CaseId,Gross Sales,Net Sales,Rejected,Receivable,Overdue receivable,Credit Score,Risk Class,Invoice Due Date,Dispute Case,Days Sales Outstanding,Collection Effectiveness Index,Accounts Receivable Turnover Rate,Average Days Delinquent,Delivered on Time,Automation Rate,Cost per 1k Revenue,FTEs per 1Bil Revenue,Credit Reviews per Credit FTE,Data Set
201,49365,49365,0,49365,0,45,Medium,2019-01-22T23:41:14,No,58,60,0.5941,11,Yes,14,2.63,35.64,59.41,Current State
202,35269,0,0,0,0,48,Medium,2019-01-28T10:16:42,No,58,60,0.8745999999999999,11,Yes,14,2.56,38.37,87.46,Current State
203,61880,0,0,0,0,66,Medium,2019-01-23T12:34:26,No,58,62,0.6475,11,Yes,14,3.02,36.61,64.75,Current State
204,87289,87289,0,87289,87289,62,Medium,2019-01-22T22:22:40,No,58,61.04,0.6103999999999999,11,Yes,14,2.53,35.91,61.04,Current State
205,74381,0,74381,0,0,16,High,,No,58,57.88,0.5788,11,Yes,14,2.48,35.77,57.88,Current State
206,89883,89883,0,89883,0,40,Medium,2019-01-23T06:05:21,No,58,102.30,0.65,11,Yes,14,2.60,36.92,102.30,Current State
207,74154,74154,0,74154,74154,27,High,2019-01-27T14:18:45,No,58,58,0.52,11,No,14,2.74,36.47,73.02,Current State
208,46337,46337,0,46337,0,82,Low,2019-01-27T20:34:50,No,58,63,0.6351,11,Yes,14,2.50,37.13,63.51,Current State
209,33888,0,0,0,0,0,Not evaluated,2019-01-22T03:40:07,No,58,57,0.42,11,Yes,14,2.34,37.28,66.42,Current State
210,47440,47440,0,47440,47440,81,Low,2019-01-23T04:27:27,No,58,63,0.6108,11,Yes,14,2.51,37.27,61.08,Current State
211,103783,103783,0,103783,0,77,Low,2019-01-23T01:32:06,No,58,63,0.6463,11,Yes,14,2.31,36.34,64.63,Current State
212,43732,43732,0,43732,43732,88,Low,2019-01-23T12:08:11,No,58,64,1.13,11,Yes,14,2.59,36.90,55.89,Current State
213,85178,85178,0,85178,0,95,Low,2019-01-23T03:02:22,No,58,69.72,1.20,11,Yes,14,2.76,36.34,69.72,Current State
214,20149,20149,0,20149,0,85,Low,2019-01-25T07:30:13,No,58,64,1.10,11,Yes,14,2.02,36.06,58.05,Current State
215,107254,107254,0,107254,0,45,Medium,2019-01-23T05:23:58,No,58,60.73,0.6073,11,Yes,14,2.46,35.83,60.73,Current State
216,45299,45299,0,45299,0,27,High,2019-02-07T08:50:10,No,58,58,0.512,11,Yes,14,2.28,35.88,51.20,Current State
217,104849,104849,0,104849,0,49,Medium,2019-01-23T10:15:02,No,58,58.79,0.74,11,Yes,14,2.42,36.66,58.79,Current State
218,42974,42974,0,42974,0,100,Low,2019-01-25T12:27:37,No,58,65,1.25,11,No,14,2.24,36.85,63.28,Current State
219,59270,59270,0,59270,0,0,Not evaluated,2019-01-22T04:37:47,No,58,65.30,0.98,11,Yes,14,2.38,35.18,65.30,Current State
220,78064,78064,0,78064,78064,76,Low,2019-02-04T01:46:20,No,58,54.42,0.5442,11,Yes,14,2.41,37.23,54.42,Current State
221,60349,60349,0,60349,0,74,Medium,2019-01-23T14:45:29,No,58,62,0.99,11,Yes,14,2.67,36.96,66.35,Current State
222,111384,111384,0,111384,111384,0,Not evaluated,2019-03-06T04:06:10,No,58,54.48,0.5448,11,Yes,14,2.61,37.48,54.48,Current State
223,77411,77411,0,77411,77411,0,Not evaluated,2019-01-22T11:44:19,No,58,61,0.5956,11,No,14,2.59,36.59,59.56,Current State
224,96574,96574,0,96574,0,88,Low,2019-01-23T17:53:57,No,58,62.90,1.13,11,No,14,2.75,37.29,62.90,Current State
225,42110,42110,0,42110,0,78,Low,2019-01-23T11:21:45,No,58,64.31,1.03,11,Yes,14,2.40,37.47,64.31,Current State
226,40195,40195,0,40195,40195,25,High,2019-01-25T19:26:58,No,58,59.41,0.50,11,No,14,2.54,36.20,59.41,Current State
227,111856,111856,0,111856,111856,63,Medium,2019-01-23T14:43:00,No,58,61,0.88,11,Yes,14,2.31,35.01,59.35,Current State
228,95502,95502,0,95502,0,30,High,2019-01-26T07:52:54,No,58,56.18,0.5618,11,Yes,14,2.55,36.86,56.18,Current State
229,44342,44342,0,44342,0,0,Not evaluated,2019-01-22T12:14:04,No,58,63,1.02,11,Yes,14,2.55,36.98,56.64,Current State
230,27572,27572,0,27572,27572,98,Low,2019-01-23T06:03:38,No,58,56.93,1.23,11,No,14,2.36,38.06,56.93,Current State
231,30455,0,30455,0,0,0,Not evaluated,,No,58,62,0.6064,11,Yes,14,2.90,36.80,60.64,Current State
232,46523,46523,0,46523,0,93,Low,2019-01-26T06:09:13,No,58,64,1.18,11,Yes,14,2.63,36.53,72.31,Current State
233,31739,0,0,0,0,38,Medium,2019-01-26T02:51:53,No,58,79.85,0.7985,11,No,14,2.19,35.20,79.85,Current State
234,77302,77302,0,77302,0,31,High,2019-01-23T21:11:37,No,58,81.53,0.8153,11,No,14,2.23,37.37,81.53,Current State
235,72868,72868,0,72868,72868,0,Not evaluated,2019-01-26T10:49:30,No,58,61.31,0.6131,11,Yes,14,2.41,35.25,61.31,Current State
236,47138,0,0,0,0,86,Low,2019-01-23T16:11:31,No,58,90.90,1.11,11,Yes,14,2.56,37.41,90.90,Current State
237,36899,36899,0,36899,36899,0,Not evaluated,2019-01-22T16:46:25,No,58,66.40,0.664,11,Yes,14,2.54,35.57,66.40,Current State
238,59907,59907,0,59907,0,30,High,2019-01-29T00:49:26,No,58,57.41,0.5740999999999999,11,Yes,14,2.24,37.46,57.41,Current State
239,118577,118577,0,118577,118577,77,Low,2019-01-23T10:38:02,No,58,56.03,1.02,11,Yes,14,2.48,36.15,56.03,Current State
240,79998,79998,0,79998,0,72,Medium,2019-01-24T01:39:24,No,58,57.55,0.97,11,No,14,2.29,36.81,57.55,Current State
241,100311,100311,0,100311,100311,25,High,2019-01-24T12:04:34,Yes,58,58,0.7018000000000001,11,Yes,14,2.88,35.72,70.18,Current State
242,76526,76526,0,76526,76526,95,Low,2019-01-23T16:39:55,No,58,67.41,1.20,11,Yes,14,2.11,36.48,67.41,Current State
243,15228,15228,0,15228,15228,100,Low,2019-01-23T19:16:16,No,58,53.34,0.5334,11,Yes,14,2.49,37.72,53.34,Current State
244,72705,72705,0,72705,72705,85,Low,2019-01-23T09:58:14,No,58,64,1.10,11,No,14,2.39,36.94,63.47,Current State
245,80216,80216,0,80216,0,66,Medium,2019-02-09T10:05:57,No,58,55.83,0.91,11,Yes,14,2.51,37.18,55.83,Current State
246,51925,51925,0,51925,51925,25,High,2019-02-01T06:03:28,No,58,70.27,0.50,11,Yes,14,2.53,36.94,70.27,Current State
247,57717,57717,0,57717,0,98,Low,2019-01-23T18:08:55,No,58,65.11,0.6511,11,Yes,14,2.71,36.83,65.11,Current State
248,116419,116419,0,116419,0,34,High,2019-01-24T18:46:07,No,58,58.58,0.59,11,Yes,14,2.53,37.97,58.58,Current State
249,77183,77183,0,77183,77183,0,Not evaluated,2019-01-23T01:28:03,No,58,63,1.08,11,Yes,14,2.48,36.41,57.94,Current State
250,54574,54574,0,54574,0,90,Low,2019-02-06T19:55:12,No,58,64.30,0.643,11,Yes,14,2.80,36.92,64.30,Current State
251,106339,106339,0,106339,0,47,Medium,2019-01-24T07:39:46,No,58,60.91,0.72,11,Yes,14,2.73,37.10,60.91,Current State
252,63399,63399,0,63399,63399,74,Medium,2019-02-12T21:57:12,No,58,62,0.99,11,No,14,2.78,36.39,73.95,Current State
253,93788,93788,0,93788,93788,36,Medium,2019-01-24T12:56:01,No,58,68.77,0.61,11,Yes,14,2.44,35.73,68.77,Current State
254,110567,110567,0,110567,0,91,Low,2019-01-23T21:11:03,No,58,52.71,0.5271,11,Yes,14,2.74,36.42,52.71,Current State
255,106065,106065,0,106065,0,78,Low,2019-01-24T02:51:42,No,58,69.22,0.6922,11,Yes,14,2.85,37.25,69.22,Current State
256,58994,58994,0,58994,0,68,Medium,2019-01-25T05:31:30,No,58,59.58,0.93,11,Yes,14,2.81,37.14,59.58,Current State
257,50435,50435,0,50435,50435,99,Low,2019-01-23T20:03:25,No,58,65,0.5877,11,Yes,14,2.55,35.69,58.77,Current State
258,76639,76639,0,76639,76639,83,Low,2019-01-26T14:59:28,No,58,63,0.8088,11,Yes,14,2.44,36.98,80.88,Current State
259,24582,0,24582,0,0,0,Not evaluated,,No,58,63.70,0.637,11,No,14,2.75,35.41,63.70,Current State
260,22354,22354,0,22354,0,91,Low,2019-01-27T01:46:28,No,58,64,1.16,11,Yes,14,2.47,37.79,64.64,Current State
261,68152,68152,0,68152,68152,0,Not evaluated,2019-02-04T05:44:33,No,58,64,0.7101000000000001,11,Yes,14,2.53,36.55,71.01,Current State
262,31007,31007,0,31007,0,75,Low,2019-01-25T00:26:51,No,58,63,0.6365999999999999,11,Yes,14,2.70,35.34,63.66,Current State
263,76859,76859,0,76859,0,78,Low,2019-01-24T03:28:54,No,58,74.63,0.7463,11,Yes,14,2.36,37.42,74.63,Current State
264,117257,117257,0,117257,0,99,Low,2019-01-24T14:09:12,No,58,65,1.24,11,Yes,14,2.27,34.94,62.95,Current State
265,95456,95456,0,95456,0,80,Low,2019-01-26T04:08:36,No,58,62.56,1.05,11,No,14,2.38,35.16,62.56,Current State
266,23112,23112,0,23112,0,89,Low,2019-02-04T23:46:37,No,58,67.50,0.675,11,Yes,14,2.58,37.28,67.50,Current State
267,67640,67640,0,67640,0,89,Low,2019-01-24T09:14:08,No,58,70.97,0.7097,11,Yes,14,2.66,37.18,70.97,Current State
268,16100,0,16100,0,0,0,Not evaluated,,No,58,63,0.7262000000000001,11,Yes,14,2.38,34.94,72.62,Current State
269,76211,76211,0,76211,0,64,Medium,2019-01-24T21:13:19,No,58,59.84,0.5984,11,No,14,2.35,36.92,59.84,Current State
270,34106,34106,0,34106,0,88,Low,2019-01-27T03:43:55,No,58,64,0.6164000000000001,11,Yes,14,2.52,36.55,61.64,Current State
271,48673,48673,0,48673,0,75,Low,2019-01-24T12:29:09,No,58,63,1.00,11,Yes,14,2.53,37.27,65.48,Current State
272,63114,63114,0,63114,0,90,Low,2019-01-30T00:31:20,No,58,62.87,1.15,11,Yes,14,2.26,35.56,62.87,Current State
273,62501,62501,0,62501,62501,65,Medium,2019-01-24T11:44:18,Yes,58,60.13,0.6013000000000001,11,Yes,14,2.54,36.68,60.13,Current State
274,103642,103642,0,103642,0,50,Medium,2019-01-24T15:54:56,No,58,60.39,0.6039,11,Yes,14,2.21,36.20,60.39,Current State
275,93937,93937,0,93937,93937,0,Not evaluated,2019-01-25T22:18:25,No,58,79.70,0.78,11,Yes,14,2.28,36.63,79.70,Current State
276,46258,46258,0,46258,0,79,Low,2019-01-24T20:53:15,No,58,71.65,0.7165,11,Yes,14,2.55,36.95,71.65,Current State
277,117459,117459,0,117459,117459,0,Not evaluated,2019-01-23T11:28:18,No,58,51.64,0.5164,11,Yes,14,2.08,37.87,51.64,Current State
278,18225,0,18225,0,0,59,Medium,,No,58,77.61,0.7761,11,No,14,2.39,35.74,77.61,Current State
279,78152,78152,0,78152,0,90,Low,2019-01-24T13:38:29,No,58,70.22,0.7021999999999999,11,Yes,14,2.32,38.00,70.22,Current State
280,118598,118598,0,118598,0,0,Not evaluated,2019-02-07T19:41:18,No,58,63.10,0.631,11,Yes,14,2.66,37.35,63.10,Current State
281,81778,81778,0,81778,0,99,Low,2019-01-28T09:48:43,No,58,65,0.5827,11,Yes,14,2.65,36.48,58.27,Current State
282,53907,0,53907,0,0,0,Not evaluated,,No,58,58.10,0.60,11,No,14,2.55,36.84,58.10,Current State
283,110803,110803,0,110803,0,95,Low,2019-01-24T16:07:33,No,58,61.62,1.20,11,Yes,14,2.65,37.26,61.62,Current State
284,59116,59116,0,59116,59116,75,Low,2019-01-24T09:54:39,No,58,63.92,1.00,11,No,14,2.48,37.31,63.92,Current State
285,91606,91606,0,91606,0,64,Medium,2019-01-24T22:42:08,No,58,61,0.6861,11,Yes,14,2.23,37.56,68.61,Current State
286,67450,67450,0,67450,0,78,Low,2019-01-25T08:08:51,No,58,58.31,0.5831000000000001,11,Yes,14,2.47,36.45,58.31,Current State
287,37359,0,37359,0,0,25,High,,No,58,70.63,0.50,11,Yes,14,2.24,36.37,70.63,Current State
288,56503,56503,0,56503,0,65,Medium,2019-01-30T08:58:59,No,58,62,0.6209,11,Yes,14,2.22,36.18,62.09,Current State
289,64406,0,64406,0,0,0,Not evaluated,,No,58,64,1.10,11,No,14,2.28,37.65,57.04,Current State
290,85985,85985,0,85985,85985,81,Low,2019-01-27T13:01:18,No,58,63,1.06,11,Yes,14,2.66,35.83,67.24,Current State
291,94739,94739,0,94739,94739,69,Medium,2019-01-29T20:56:03,No,58,56.49,0.94,11,No,14,2.06,34.60,56.49,Current State
292,17718,0,0,0,0,29,High,2019-01-25T20:56:40,No,58,73.62,0.7362000000000001,11,Yes,14,2.48,36.84,73.62,Current State
293,72622,72622,0,72622,72622,0,Not evaluated,2019-01-26T20:48:15,No,58,57.13,0.5713,11,No,14,2.28,36.86,57.13,Current State
294,54347,54347,0,54347,0,97,Low,2019-02-08T14:39:36,No,58,55.54,1.22,11,No,14,2.41,36.91,55.54,Current State
295,21514,21514,0,21514,0,95,Low,2019-02-05T22:22:21,No,58,65,1.20,11,Yes,14,2.47,36.73,69.67,Current State
296,82773,82773,0,82773,0,91,Low,2019-01-29T15:02:48,No,58,64,0.7770999999999999,11,No,14,2.16,35.84,77.71,Current State
297,88200,88200,0,88200,88200,80,Low,2019-01-24T20:31:59,Yes,58,63,1.05,11,Yes,14,2.40,36.91,59.68,Current State
298,101826,0,101826,0,0,0,Not evaluated,,No,58,64,0.6353,11,Yes,14,2.32,36.14,63.53,Current State
299,65111,65111,0,65111,65111,0,Not evaluated,2019-02-11T20:51:06,No,58,63,0.6141,11,Yes,14,2.57,37.00,61.41,Current State
300,23264,23264,0,23264,0,79,Low,2019-01-27T17:05:49,No,58,59.75,1.04,11,Yes,14,2.43,37.61,59.75,Current State
301,103123,103123,0,103123,0,97,Low,2019-01-27T18:59:33,No,58,64.94,1.22,11,Yes,14,2.47,36.67,64.94,Current State
302,101299,101299,0,101299,0,32,High,2019-02-12T05:55:47,No,58,63.22,0.6322,11,Yes,14,2.37,36.55,63.22,Current State
303,63768,63768,0,63768,63768,23,High,2019-01-28T12:22:23,No,58,57,0.7587999999999999,11,No,14,2.21,37.40,75.88,Current State
304,42119,42119,0,42119,0,86,Low,2019-01-25T12:59:04,No,58,59.49,0.5949,11,Yes,14,2.40,35.44,59.49,Current State
305,97061,97061,0,97061,0,84,Low,2019-01-25T09:00:40,No,58,63,0.7062,11,Yes,14,2.43,37.08,70.62,Current State
306,52984,0,52984,0,0,0,Not evaluated,,No,58,63,0.662,11,Yes,14,2.16,35.90,66.20,Current State
307,62641,62641,0,62641,62641,66,Medium,2019-01-26T06:06:50,No,58,58.14,0.5814,11,Yes,14,2.02,37.60,58.14,Current State
308,79331,79331,0,79331,0,64,Medium,2019-01-25T06:28:22,No,58,59.59,0.5959,11,Yes,14,2.32,36.25,59.59,Current State
309,106650,106650,0,106650,0,24,High,2019-01-28T13:58:59,No,58,57,0.49,11,Yes,14,2.53,35.86,81.97,Current State
310,84330,84330,0,84330,84330,89,Low,2019-01-30T03:15:31,No,58,64,1.14,11,No,14,2.62,37.86,60.60,Current State
311,65462,0,0,0,0,0,Not evaluated,2019-02-24T00:31:35,No,58,56,0.37,11,Yes,14,2.76,38.09,53.89,Current State
312,114135,114135,0,114135,0,94,Low,2019-01-25T17:44:20,No,58,61.91,1.19,11,Yes,14,2.57,38.18,61.91,Current State
313,10333,10333,0,10333,0,75,Low,2019-01-25T10:27:31,No,58,67.62,0.6762,11,Yes,14,2.77,38.10,67.62,Current State
314,35470,35470,0,35470,0,96,Low,2019-01-30T02:06:04,No,58,65,0.6212,11,Yes,14,2.40,36.51,62.12,Current State
315,31976,31976,0,31976,31976,57,Medium,2019-01-25T19:48:41,No,58,65.00,0.65,11,No,14,2.37,36.48,65.00,Current State
316,79757,79757,0,79757,79757,75,Low,2019-01-30T01:07:15,No,58,71.37,1.00,11,No,14,2.61,37.55,71.37,Current State
317,57383,57383,0,57383,57383,72,Medium,2019-02-01T22:45:09,Yes,58,62,0.97,11,Yes,14,2.56,37.50,56.43,Current State
318,73471,73471,0,73471,0,76,Low,2019-01-26T03:17:06,No,58,63,1.01,11,Yes,14,2.83,35.64,58.38,Current State
319,67376,67376,0,67376,0,0,Not evaluated,2019-01-24T22:13:42,No,58,62.19,1.02,11,Yes,14,2.43,36.58,62.19,Current State
320,82694,82694,0,82694,82694,76,Low,2019-01-26T14:22:11,No,58,60.32,1.01,11,No,14,2.93,35.49,60.32,Current State
321,46983,0,0,0,0,0,Not evaluated,2019-01-24T20:02:28,No,58,58,0.53,11,Yes,14,2.84,36.10,66.43,Current State
322,102354,102354,0,102354,0,94,Low,2019-01-28T03:29:47,No,58,64,1.19,11,No,14,2.72,36.50,58.16,Current State
323,110731,110731,0,110731,0,95,Low,2019-01-30T14:54:39,No,58,62.39,1.20,11,Yes,14,2.09,37.42,62.39,Current State
324,45754,45754,0,45754,0,93,Low,2019-02-10T23:39:23,No,58,57.64,0.5764,11,Yes,14,2.71,37.08,57.64,Current State
325,89337,0,89337,0,0,0,Not evaluated,,No,58,65,0.6386,11,No,14,2.45,38.54,63.86,Current State
326,65483,65483,0,65483,65483,32,High,2019-01-26T09:03:14,No,58,84.17,0.8417,11,Yes,14,2.57,36.01,84.17,Current State
327,99101,99101,0,99101,0,78,Low,2019-01-26T13:41:51,No,58,63,1.03,11,Yes,14,2.35,36.51,70.72,Current State
328,27704,0,27704,0,0,11,High,,No,58,56,0.8073,11,Yes,14,2.37,35.51,80.73,Current State
329,16208,16208,0,16208,0,77,Low,2019-01-26T09:45:29,No,58,63,0.6414,11,No,14,2.40,34.21,64.14,Current State
330,58982,58982,0,58982,58982,0,Not evaluated,2019-01-25T00:56:35,No,58,64,0.6854,11,Yes,14,2.68,36.74,68.54,Current State
331,49051,49051,0,49051,0,40,Medium,2019-01-26T16:20:43,No,58,59,0.65,11,Yes,14,2.36,36.54,70.70,Current State
332,90839,90839,0,90839,0,91,Low,2019-01-26T17:33:51,No,58,68.14,1.16,11,Yes,14,2.69,36.04,68.14,Current State
333,115672,115672,0,115672,115672,35,Medium,2019-01-26T14:04:15,No,58,67.25,0.60,11,Yes,14,2.66,37.41,67.25,Current State
334,24839,0,24839,0,0,0,Not evaluated,,No,58,63,0.5811999999999999,11,Yes,14,2.70,36.49,58.12,Current State
335,104916,104916,0,104916,104916,0,Not evaluated,2019-01-25T04:52:51,Yes,58,58,0.56,11,Yes,14,2.40,38.05,66.05,Current State
336,36613,0,0,0,0,39,Medium,2019-01-26T12:57:57,No,58,84.11,0.64,11,Yes,14,2.58,36.64,84.11,Current State
337,79634,79634,0,79634,0,38,Medium,2019-01-26T17:09:45,No,58,55.35,0.5535,11,Yes,14,2.47,37.36,55.35,Current State
338,73090,73090,0,73090,0,24,High,2019-01-26T20:25:54,No,58,63.71,0.6371,11,Yes,14,2.35,37.57,63.71,Current State
339,107741,107741,0,107741,107741,19,High,2019-02-02T19:40:42,No,58,57,0.7048000000000001,11,Yes,14,2.41,36.85,70.48,Current State
340,78011,78011,0,78011,78011,96,Low,2019-01-26T13:52:24,No,58,64.31,1.21,11,Yes,14,2.75,36.19,64.31,Current State
341,68189,68189,0,68189,68189,44,Medium,2019-01-26T23:19:42,No,58,59,0.6157,11,Yes,14,2.40,37.20,61.57,Current State
342,28808,28808,0,28808,28808,0,Not evaluated,2019-01-25T15:35:43,No,58,71.99,0.55,11,Yes,14,2.79,36.02,71.99,Current State
343,96489,96489,0,96489,96489,97,Low,2019-01-28T11:33:50,No,58,65.25,0.6525,11,Yes,14,2.65,36.51,65.25,Current State
344,40085,40085,0,40085,40085,78,Low,2019-02-09T04:27:25,No,58,63,1.03,11,Yes,14,2.49,36.07,60.84,Current State
345,79153,79153,0,79153,0,46,Medium,2019-01-30T17:01:56,No,58,60.14,0.6014,11,Yes,14,2.53,37.13,60.14,Current State
346,76379,76379,0,76379,76379,88,Low,2019-02-08T02:59:18,No,58,56.54,0.5654,11,Yes,14,2.43,36.92,56.54,Current State
347,50084,50084,0,50084,0,45,Medium,2019-01-27T00:36:53,No,58,66.24,0.6624,11,Yes,14,2.37,36.80,66.24,Current State
348,93262,0,93262,0,0,9,High,,No,58,56,0.7101999999999999,11,Yes,14,2.24,36.24,71.02,Current State
349,103865,103865,0,103865,103865,14,High,2019-02-03T01:15:44,No,58,56,0.6364,11,Yes,14,2.52,38.27,63.64,Current State
350,92592,92592,0,92592,0,77,Low,2019-01-26T20:32:57,No,58,63,1.02,11,Yes,14,2.31,37.94,61.32,Current State
351,39559,0,39559,0,0,0,Not evaluated,,No,58,62,0.5294,11,Yes,14,2.73,36.04,52.94,Current State
352,31915,31915,0,31915,0,68,Medium,2019-01-29T12:12:03,No,58,68.07,0.6807,11,No,14,2.60,36.52,68.07,Current State
353,116783,116783,0,116783,116783,68,Medium,2019-02-03T16:44:41,Yes,58,62,0.93,11,Yes,14,2.22,36.55,64.82,Current State
354,80292,0,80292,0,0,0,Not evaluated,,No,58,72.41,0.7241,11,No,14,2.58,36.02,72.41,Current State
355,36977,36977,0,36977,36977,52,Medium,2019-01-27T02:48:59,No,58,60,0.77,11,Yes,14,2.69,36.82,68.93,Current State
356,53615,53615,0,53615,53615,0,Not evaluated,2019-01-26T01:38:26,No,58,86.41,0.8641,11,Yes,14,2.50,36.35,86.41,Current State
357,38420,38420,0,38420,38420,0,Not evaluated,2019-01-26T03:18:57,Yes,58,69.22,0.94,11,Yes,14,2.57,36.60,69.22,Current State
358,95453,95453,0,95453,95453,10,High,2019-02-15T17:32:35,No,58,56,0.5841,11,Yes,14,2.81,37.70,58.41,Current State
359,86066,86066,0,86066,0,95,Low,2019-01-27T18:42:20,No,58,56.50,0.565,11,Yes,14,2.72,35.61,56.50,Current State
360,116173,116173,0,116173,0,88,Low,2019-01-27T08:42:26,No,58,64,1.13,11,Yes,14,2.18,38.58,68.04,Current State
361,60585,60585,0,60585,0,38,Medium,2019-01-27T16:18:45,No,58,59,0.6041,11,Yes,14,2.54,37.18,60.41,Current State
362,84573,0,84573,0,0,0,Not evaluated,,No,58,63,0.6214999999999999,11,No,14,2.48,35.94,62.15,Current State
363,40328,40328,0,40328,40328,25,High,2019-02-02T00:16:36,No,58,58,0.50,11,No,14,2.31,36.14,54.74,Current State
364,14099,14099,0,14099,14099,0,Not evaluated,2019-02-25T21:50:06,No,58,64,1.15,11,Yes,14,2.18,36.95,75.77,Current State
365,29749,29749,0,29749,29749,0,Not evaluated,2019-02-25T03:10:16,No,58,65.00,0.65,11,Yes,14,2.47,36.86,65.00,Current State
366,107940,0,107940,0,0,0,Not evaluated,,No,58,58,0.58,11,Yes,14,2.85,36.27,77.44,Current State
367,117654,117654,0,117654,0,23,High,2019-02-17T12:04:54,No,58,61.06,0.48,11,Yes,14,2.14,37.77,61.06,Current State
368,108863,0,108863,0,0,0,Not evaluated,,No,58,60.40,0.604,11,Yes,14,2.71,36.01,60.40,Current State
369,26196,26196,0,26196,0,64,Medium,2019-02-15T03:33:47,No,58,63.73,0.6373,11,No,14,2.52,36.36,63.73,Current State
370,84827,84827,0,84827,0,75,Low,2019-01-27T14:02:18,No,58,63,0.6075,11,No,14,2.67,37.28,60.75,Current State
371,82385,82385,0,82385,0,81,Low,2019-01-27T19:32:13,No,58,59.60,1.06,11,No,14,2.15,38.10,59.60,Current State
372,59024,59024,0,59024,0,77,Low,2019-01-27T13:54:42,No,58,63,0.5636,11,Yes,14,2.71,36.43,56.36,Current State
373,31178,0,31178,0,0,0,Not evaluated,,No,58,62,0.92,11,No,14,2.53,36.70,72.19,Current State
374,17824,17824,0,17824,0,76,Low,2019-01-27T14:34:28,No,58,64.85,0.6485,11,Yes,14,2.47,37.16,64.85,Current State
375,93749,93749,0,93749,0,59,Medium,2019-03-02T20:31:53,No,58,61,0.5895,11,No,14,2.37,36.29,58.95,Current State
376,94619,94619,0,94619,0,97,Low,2019-01-27T22:25:48,No,58,68.81,0.6881,11,No,14,2.49,37.07,68.81,Current State
377,108822,108822,0,108822,0,12,High,2019-01-28T04:53:02,No,58,64.58,0.6457999999999999,11,Yes,14,2.47,37.19,64.58,Current State
378,88807,88807,0,88807,0,65,Medium,2019-01-28T14:18:09,No,58,56.18,0.90,11,Yes,14,2.15,35.36,56.18,Current State
379,110784,0,0,0,0,0,Not evaluated,2019-01-26T17:52:04,No,58,63,1.08,11,No,14,2.74,37.62,58.44,Current State
380,79119,0,0,0,0,79,Low,2019-02-01T01:05:09,No,58,62.54,0.6254,11,No,14,2.32,37.02,62.54,Current State
381,81528,81528,0,81528,0,93,Low,2019-01-27T19:05:34,No,58,53.89,1.18,11,Yes,14,2.41,36.89,53.89,Current State
382,50765,50765,0,50765,50765,0,Not evaluated,2019-02-10T06:56:46,No,58,55.20,0.552,11,Yes,14,2.53,36.49,55.20,Current State
383,54884,54884,0,54884,0,98,Low,2019-01-28T09:12:54,No,58,65,0.6922,11,Yes,14,2.20,36.18,69.22,Current State
384,74721,74721,0,74721,0,100,Low,2019-01-27T16:59:53,No,58,65,0.6159,11,Yes,14,2.72,37.37,61.59,Current State
385,74799,74799,0,74799,0,87,Low,2019-01-30T16:00:04,No,58,64,1.12,11,Yes,14,2.35,36.35,57.88,Current State
386,65494,65494,0,65494,0,62,Medium,2019-01-28T07:41:56,No,58,61,0.87,11,Yes,14,2.65,38.18,73.69,Current State
387,58244,0,0,0,0,0,Not evaluated,2019-01-27T05:23:58,No,58,67.92,0.77,11,Yes,14,2.64,37.41,67.92,Current State
388,41134,41134,0,41134,41134,83,Low,2019-01-28T06:45:34,No,58,63,0.5575,11,No,14,2.61,37.69,55.75,Current State
389,65569,65569,0,65569,0,83,Low,2019-02-04T15:03:25,No,58,63,0.6666,11,No,14,2.56,38.21,66.66,Current State
390,53744,53744,0,53744,0,69,Medium,2019-01-28T15:13:48,No,58,62,0.6293,11,No,14,2.16,34.42,62.93,Current State
391,82598,82598,0,82598,82598,99,Low,2019-01-28T12:49:46,No,58,76.22,0.7622,11,No,14,2.68,37.32,76.22,Current State
392,46532,46532,0,46532,0,81,Low,2019-01-28T11:38:23,No,58,63,0.5756,11,Yes,14,2.82,37.23,57.56,Current State
